,hippieName
CLIC4_HUMAN,1
FGF3_HUMAN,1
DPYL4_HUMAN,1
S27A4_HUMAN,1
NAV2_HUMAN,1
BFAR_HUMAN,1
SERHL_HUMAN,1
CT455_HUMAN,1
NGN1_HUMAN,1
KIF4A_HUMAN,1
FITM2_HUMAN,1
GLE1_HUMAN,1
DOB_HUMAN,1
CN166_HUMAN,1
PSG3_HUMAN,1
I2BPL_HUMAN,1
CP1A1_HUMAN,1
SL9A7_HUMAN,1
AT1A1_HUMAN,1
ZMYM1_HUMAN,1
EF1A3_HUMAN,1
XKR2_HUMAN,1
TXTP_HUMAN,1
2AAB_HUMAN,1
KCIP4_HUMAN,1
FRIH_HUMAN,1
CNTN4_HUMAN,1
PLCX1_HUMAN,1
TR43B_HUMAN,1
PRSS8_HUMAN,1
SH3L2_HUMAN,1
PXDC2_HUMAN,1
DAAM2_HUMAN,1
WNT5A_HUMAN,1
RSAD1_HUMAN,1
BAF_HUMAN,1
IMUP_HUMAN,1
PGAM2_HUMAN,1
SRPRB_HUMAN,1
CLC4K_HUMAN,1
SEM4A_HUMAN,1
STX3_HUMAN,1
H1T_HUMAN,1
ZN621_HUMAN,1
DDX23_HUMAN,1
FA2H_HUMAN,1
GCN1L_HUMAN,1
KPRA_HUMAN,1
TMPS7_HUMAN,1
SARNP_HUMAN,1
CLGN_HUMAN,1
SSR1_HUMAN,1
CR034_HUMAN,1
TNR21_HUMAN,1
SYNG1_HUMAN,1
GBRA3_HUMAN,1
DDHD1_HUMAN,1
IFN21_HUMAN,1
CMC1_HUMAN,1
FEM1C_HUMAN,1
CELF2_HUMAN,1
PCDC1_HUMAN,1
MCTS1_HUMAN,1
TM1L1_HUMAN,1
RAB37_HUMAN,1
ATF7_HUMAN,1
GREM2_HUMAN,1
K0753_HUMAN,1
RFPL1_HUMAN,1
PHF6_HUMAN,1
MED18_HUMAN,1
ASGL1_HUMAN,1
POP1_HUMAN,1
RRAGB_HUMAN,1
RBL1_HUMAN,1
MINT_HUMAN,1
CC121_HUMAN,1
MYOM3_HUMAN,1
LIN41_HUMAN,1
1C04_HUMAN,1
DHSB_HUMAN,1
MZF1_HUMAN,1
PDXD2_HUMAN,1
DGKB_HUMAN,1
NKX26_HUMAN,1
U2AF4_HUMAN,1
ERAP1_HUMAN,1
CTGE6_HUMAN,1
H2A2B_HUMAN,1
PEAR1_HUMAN,1
HNRCL_HUMAN,1
F1712_HUMAN,1
CDC16_HUMAN,1
NFKB1_HUMAN,1
ACTBL_HUMAN,1
SMAG1_HUMAN,1
RASF8_HUMAN,1
TTP_HUMAN,1
RIC8B_HUMAN,1
NFAM1_HUMAN,1
STAM1_HUMAN,1
WASF1_HUMAN,1
SELS_HUMAN,1
STRN3_HUMAN,1
MGAT2_HUMAN,1
PAF1_HUMAN,1
ISG15_HUMAN,1
ACHA_HUMAN,1
PCDA5_HUMAN,1
CBPC4_HUMAN,1
HNRDL_HUMAN,1
MAMC2_HUMAN,1
TMM91_HUMAN,1
TMPSC_HUMAN,1
PMP22_HUMAN,1
AAKG2_HUMAN,1
FAN1_HUMAN,1
ZN396_HUMAN,1
PATE3_HUMAN,1
TM63A_HUMAN,1
PLAC1_HUMAN,1
HAUS6_HUMAN,1
HXC9_HUMAN,1
SO5A1_HUMAN,1
ZN600_HUMAN,1
F210A_HUMAN,1
RT15_HUMAN,1
CBR3_HUMAN,1
U119B_HUMAN,1
AKA10_HUMAN,1
SUZ12_HUMAN,1
TMPS6_HUMAN,1
LMO3_HUMAN,1
IPO4_HUMAN,1
ATP5H_HUMAN,1
ENPP5_HUMAN,1
CX048_HUMAN,1
HSB11_HUMAN,1
BPIB3_HUMAN,1
DYDC1_HUMAN,1
FLRT2_HUMAN,1
ICAM5_HUMAN,1
TBRG1_HUMAN,1
CACB4_HUMAN,1
DIAP2_HUMAN,1
TERT_HUMAN,1
AAPK2_HUMAN,1
MFSD7_HUMAN,1
TAF5L_HUMAN,1
N2DL2_HUMAN,1
MKRN1_HUMAN,1
CP062_HUMAN,1
AK17A_HUMAN,1
TMED4_HUMAN,1
FBW1B_HUMAN,1
BSND_HUMAN,1
TCTP_HUMAN,1
CCD41_HUMAN,1
BRAP_HUMAN,1
HS905_HUMAN,1
TNR8_HUMAN,1
TCA_HUMAN,1
AOFA_HUMAN,1
CA182_HUMAN,1
OPRD_HUMAN,1
ZFY27_HUMAN,1
TSYL1_HUMAN,1
ARMC5_HUMAN,1
RPGF3_HUMAN,1
LTBP4_HUMAN,1
WDR43_HUMAN,1
RBM4_HUMAN,1
MYOC_HUMAN,1
PDGFA_HUMAN,1
ACAD8_HUMAN,1
INSI1_HUMAN,1
VIAAT_HUMAN,1
H2A1A_HUMAN,1
KLK11_HUMAN,1
HXK3_HUMAN,1
MRS2_HUMAN,1
VHL_HUMAN,1
GGT5_HUMAN,1
KLH22_HUMAN,1
CPT1C_HUMAN,1
EPHA7_HUMAN,1
EGR3_HUMAN,1
CDC5L_HUMAN,1
MRC1_HUMAN,1
ES8L3_HUMAN,1
MA7D3_HUMAN,1
RN185_HUMAN,1
MOT8_HUMAN,1
S20A2_HUMAN,1
FRPD1_HUMAN,1
RIBC2_HUMAN,1
SALL2_HUMAN,1
ADCY4_HUMAN,1
FOG1_HUMAN,1
CSK22_HUMAN,1
CSPG2_HUMAN,1
SHRM1_HUMAN,1
FST_HUMAN,1
SLIRP_HUMAN,1
CSK2B_HUMAN,1
HN1_HUMAN,1
FXL20_HUMAN,1
RAB36_HUMAN,1
MRM1_HUMAN,1
DMRTD_HUMAN,1
RGSL_HUMAN,1
PNMA3_HUMAN,1
PPA6_HUMAN,1
DJC30_HUMAN,1
ETV1_HUMAN,1
PLSL_HUMAN,1
GP135_HUMAN,1
G3ST2_HUMAN,1
CRHBP_HUMAN,1
CPMD8_HUMAN,1
JUN_HUMAN,1
HXA10_HUMAN,1
CC112_HUMAN,1
5NT1B_HUMAN,1
HES5_HUMAN,1
MYO3B_HUMAN,1
TIE2_HUMAN,1
BI2L1_HUMAN,1
IL2_HUMAN,1
FXL13_HUMAN,1
SEC13_HUMAN,1
STRAB_HUMAN,1
HNRH3_HUMAN,1
TMG3_HUMAN,1
IGHG1_HUMAN,1
PQLC3_HUMAN,1
PATE1_HUMAN,1
WISP2_HUMAN,1
GLYG2_HUMAN,1
YIF1B_HUMAN,1
CDS2_HUMAN,1
ENDOV_HUMAN,1
ALR_HUMAN,1
ALDOC_HUMAN,1
FGF11_HUMAN,1
WDR47_HUMAN,1
FGF6_HUMAN,1
WDR35_HUMAN,1
RM14_HUMAN,1
ENOF1_HUMAN,1
GALC_HUMAN,1
CHKA_HUMAN,1
ZNF19_HUMAN,1
MPP9_HUMAN,1
SIAT9_HUMAN,1
CUED1_HUMAN,1
EPN1_HUMAN,1
PF21A_HUMAN,1
PAX2_HUMAN,1
GLRX2_HUMAN,1
STX18_HUMAN,1
RHEB_HUMAN,1
CASC2_HUMAN,1
MMP11_HUMAN,1
SAHH_HUMAN,1
IKZF5_HUMAN,1
STC2_HUMAN,1
GTR8_HUMAN,1
NETO2_HUMAN,1
VPS18_HUMAN,1
PSB7_HUMAN,1
ZN667_HUMAN,1
AMPM1_HUMAN,1
DAAF3_HUMAN,1
SOX18_HUMAN,1
CRCM_HUMAN,1
CSN7B_HUMAN,1
CR2_HUMAN,1
MAF1_HUMAN,1
ANO8_HUMAN,1
EPS8_HUMAN,1
PNISR_HUMAN,1
MK04_HUMAN,1
ICOS_HUMAN,1
BPIA1_HUMAN,1
DECR_HUMAN,1
TMM25_HUMAN,1
P12L1_HUMAN,1
CC50B_HUMAN,1
NUAK1_HUMAN,1
BANK1_HUMAN,1
MA7D1_HUMAN,1
VPS16_HUMAN,1
GIN1_HUMAN,1
PVRL3_HUMAN,1
ERBB2_HUMAN,1
SEMG2_HUMAN,1
FANCE_HUMAN,1
E2F5_HUMAN,1
KRA32_HUMAN,1
RBM7_HUMAN,1
S27A6_HUMAN,1
GGA1_HUMAN,1
PPR1B_HUMAN,1
SON_HUMAN,1
GTSE1_HUMAN,1
EDAR_HUMAN,1
MAGA1_HUMAN,1
MSD3_HUMAN,1
GTPB1_HUMAN,1
BMP2K_HUMAN,1
PDZD8_HUMAN,1
F71E1_HUMAN,1
CP51A_HUMAN,1
HPS1_HUMAN,1
S27A1_HUMAN,1
TAF6L_HUMAN,1
FSIP1_HUMAN,1
ODPA_HUMAN,1
CITE2_HUMAN,1
PLPL7_HUMAN,1
PKHN1_HUMAN,1
EMC9_HUMAN,1
REEP5_HUMAN,1
BSPRY_HUMAN,1
RGS6_HUMAN,1
CG025_HUMAN,1
CEMP1_HUMAN,1
CN148_HUMAN,1
RPESP_HUMAN,1
SATB1_HUMAN,1
HSF5_HUMAN,1
POLH_HUMAN,1
CRBA1_HUMAN,1
CC017_HUMAN,1
LTN1_HUMAN,1
M3KL4_HUMAN,1
FOXP2_HUMAN,1
HN1L_HUMAN,1
PECR_HUMAN,1
CXL14_HUMAN,1
KATL2_HUMAN,1
CAPSL_HUMAN,1
T200C_HUMAN,1
CL068_HUMAN,1
TP8L1_HUMAN,1
MBTP1_HUMAN,1
CAPZB_HUMAN,1
GLRX5_HUMAN,1
ACTT1_HUMAN,1
TRIML_HUMAN,1
GIMA8_HUMAN,1
MAGB6_HUMAN,1
PRDM2_HUMAN,1
ZIM2_HUMAN,1
GP123_HUMAN,1
IPKG_HUMAN,1
CTU1_HUMAN,1
CO6A3_HUMAN,1
SENP5_HUMAN,1
AQP10_HUMAN,1
TBX1_HUMAN,1
GP182_HUMAN,1
TSTD2_HUMAN,1
CO5A1_HUMAN,1
DOCK7_HUMAN,1
TSNAX_HUMAN,1
RN121_HUMAN,1
IL1RA_HUMAN,1
CAAP1_HUMAN,1
CP087_HUMAN,1
AIP_HUMAN,1
MAL_HUMAN,1
GCFC2_HUMAN,1
COAA1_HUMAN,1
CYH2_HUMAN,1
SKT_HUMAN,1
ZSWM5_HUMAN,1
SUOX_HUMAN,1
KIBRA_HUMAN,1
PTAFR_HUMAN,1
AL3A1_HUMAN,1
RHBT2_HUMAN,1
CI021_HUMAN,1
PX11B_HUMAN,1
CAV3_HUMAN,1
CCR4_HUMAN,1
YJEN3_HUMAN,1
ST65G_HUMAN,1
SESQ1_HUMAN,1
TXK_HUMAN,1
AKA12_HUMAN,1
ZN675_HUMAN,1
KI20B_HUMAN,1
NALP5_HUMAN,1
NR2F6_HUMAN,1
NIT1_HUMAN,1
CNDH2_HUMAN,1
CSMD2_HUMAN,1
NUA4L_HUMAN,1
RIMS2_HUMAN,1
AL3B2_HUMAN,1
PPM1F_HUMAN,1
CEND_HUMAN,1
SPHK2_HUMAN,1
HUTH_HUMAN,1
BAK_HUMAN,1
STAR9_HUMAN,1
GFAP_HUMAN,1
CAN9_HUMAN,1
MYH6_HUMAN,1
AMPD1_HUMAN,1
RCAS1_HUMAN,1
ING2_HUMAN,1
SPAST_HUMAN,1
SL9A6_HUMAN,1
NEUR2_HUMAN,1
SIG11_HUMAN,1
TGM3_HUMAN,1
DAPAL_HUMAN,1
CBPA5_HUMAN,1
F216A_HUMAN,1
NUDT4_HUMAN,1
PRDX2_HUMAN,1
CC122_HUMAN,1
ARK72_HUMAN,1
COASY_HUMAN,1
TMOD1_HUMAN,1
RNAS7_HUMAN,1
IF2B3_HUMAN,1
CORO6_HUMAN,1
EFHB_HUMAN,1
RB12B_HUMAN,1
RGCC_HUMAN,1
RPN1_HUMAN,1
ARP19_HUMAN,1
IGDC4_HUMAN,1
ZNT7_HUMAN,1
FUT7_HUMAN,1
IMP2L_HUMAN,1
SYDC_HUMAN,1
HXC8_HUMAN,1
SGK3_HUMAN,1
COM1_HUMAN,1
TUSC2_HUMAN,1
H2AB2_HUMAN,1
GALT4_HUMAN,1
ABCAC_HUMAN,1
ALAT1_HUMAN,1
E2AK4_HUMAN,1
FTM_HUMAN,1
CK036_HUMAN,1
UE2NL_HUMAN,1
TMM62_HUMAN,1
B4GT5_HUMAN,1
LRSM1_HUMAN,1
ECHM_HUMAN,1
GLSL_HUMAN,1
CC141_HUMAN,1
SMAD3_HUMAN,1
IPSP_HUMAN,1
PM14_HUMAN,1
INHBB_HUMAN,1
LITD1_HUMAN,1
CCDC8_HUMAN,1
GZF1_HUMAN,1
NARFL_HUMAN,1
UPP2_HUMAN,1
OR2LD_HUMAN,1
PK1IP_HUMAN,1
SURF6_HUMAN,1
MYOV2_HUMAN,1
VNN2_HUMAN,1
ITA3_HUMAN,1
CLK3_HUMAN,1
TBL1R_HUMAN,1
PTHD2_HUMAN,1
FAF1_HUMAN,1
SEM3A_HUMAN,1
DEN4B_HUMAN,1
DGLB_HUMAN,1
TSP4_HUMAN,1
DERL3_HUMAN,1
KLC2_HUMAN,1
CA174_HUMAN,1
O13C8_HUMAN,1
TNF12_HUMAN,1
DLGP3_HUMAN,1
CTLA4_HUMAN,1
ASXL2_HUMAN,1
TSYL2_HUMAN,1
NELFB_HUMAN,1
DSC3_HUMAN,1
SNPH_HUMAN,1
GORS2_HUMAN,1
F101A_HUMAN,1
GP141_HUMAN,1
UBIM_HUMAN,1
CL040_HUMAN,1
HYAL4_HUMAN,1
CO6A1_HUMAN,1
TMM40_HUMAN,1
UCRI_HUMAN,1
LIRA4_HUMAN,1
RIOK2_HUMAN,1
MT1E_HUMAN,1
CHSTF_HUMAN,1
E400N_HUMAN,1
SRSF7_HUMAN,1
NALCN_HUMAN,1
NELL2_HUMAN,1
ARMC8_HUMAN,1
ZDH21_HUMAN,1
PPR3A_HUMAN,1
AJUBA_HUMAN,1
VASH1_HUMAN,1
FBX38_HUMAN,1
RS29_HUMAN,1
ATS6_HUMAN,1
CCR2_HUMAN,1
ACHB4_HUMAN,1
ABT1_HUMAN,1
PPR3B_HUMAN,1
APC15_HUMAN,1
ZC12A_HUMAN,1
FABP9_HUMAN,1
COCH_HUMAN,1
RN208_HUMAN,1
OR4K3_HUMAN,1
S22A3_HUMAN,1
MRT4_HUMAN,1
NASP_HUMAN,1
GFRA1_HUMAN,1
CCL19_HUMAN,1
PPHLN_HUMAN,1
EYS_HUMAN,1
ARMC2_HUMAN,1
RPN2_HUMAN,1
PLCD3_HUMAN,1
AMPO_HUMAN,1
ZN287_HUMAN,1
NOP56_HUMAN,1
C1QRF_HUMAN,1
RELL2_HUMAN,1
PEX5R_HUMAN,1
FUT3_HUMAN,1
I12R1_HUMAN,1
ABCG4_HUMAN,1
ZKSC3_HUMAN,1
GAMT_HUMAN,1
AT2C1_HUMAN,1
SPAG5_HUMAN,1
ADA22_HUMAN,1
S43A3_HUMAN,1
RL18_HUMAN,1
DLRB1_HUMAN,1
MILK2_HUMAN,1
EPAS1_HUMAN,1
TM141_HUMAN,1
PP4C_HUMAN,1
MP2K3_HUMAN,1
IFT52_HUMAN,1
RARA_HUMAN,1
KPSH2_HUMAN,1
PIGG_HUMAN,1
PDE12_HUMAN,1
EDC4_HUMAN,1
ATG12_HUMAN,1
CDR2_HUMAN,1
TENS4_HUMAN,1
CITE1_HUMAN,1
MF2L2_HUMAN,1
GFRA3_HUMAN,1
T2R31_HUMAN,1
C10_HUMAN,1
RM03_HUMAN,1
DEXI_HUMAN,1
MAGB2_HUMAN,1
MYOZ2_HUMAN,1
AAKG1_HUMAN,1
CRFR1_HUMAN,1
PDE2A_HUMAN,1
DVL2_HUMAN,1
IDUA_HUMAN,1
TTL13_HUMAN,1
CAN15_HUMAN,1
NOL12_HUMAN,1
GCM1_HUMAN,1
NR2E3_HUMAN,1
CRPAK_HUMAN,1
PTK6_HUMAN,1
DYHC1_HUMAN,1
GPR26_HUMAN,1
SIG12_HUMAN,1
RXFP2_HUMAN,1
ODFP1_HUMAN,1
ZN808_HUMAN,1
MPRA_HUMAN,1
PRPS2_HUMAN,1
EPCAM_HUMAN,1
LINES_HUMAN,1
CATK_HUMAN,1
RSG1_HUMAN,1
ZN558_HUMAN,1
PDIA3_HUMAN,1
TCF23_HUMAN,1
FP100_HUMAN,1
SESD1_HUMAN,1
RUBIC_HUMAN,1
PDLI1_HUMAN,1
TTC12_HUMAN,1
SPRC_HUMAN,1
VPP4_HUMAN,1
DESM_HUMAN,1
ISOC2_HUMAN,1
CASC1_HUMAN,1
ABCA9_HUMAN,1
VP37D_HUMAN,1
PENK_HUMAN,1
PCID2_HUMAN,1
GP155_HUMAN,1
CP2U1_HUMAN,1
S22A8_HUMAN,1
WN10B_HUMAN,1
GOGA1_HUMAN,1
RUXG_HUMAN,1
CLM2_HUMAN,1
K6PF_HUMAN,1
FACD2_HUMAN,1
1B13_HUMAN,1
GBRA5_HUMAN,1
ICAL_HUMAN,1
CI078_HUMAN,1
NUP93_HUMAN,1
FBX18_HUMAN,1
TSC1_HUMAN,1
ZN514_HUMAN,1
NDUA6_HUMAN,1
CI106_HUMAN,1
TM214_HUMAN,1
PAG16_HUMAN,1
GTR1_HUMAN,1
DLG1_HUMAN,1
CENPX_HUMAN,1
DHX8_HUMAN,1
ANK36_HUMAN,1
NRG3_HUMAN,1
TSPY1_HUMAN,1
IGF1B_HUMAN,1
CP2J2_HUMAN,1
CS042_HUMAN,1
RL27_HUMAN,1
EAF1_HUMAN,1
COE3_HUMAN,1
ZO3_HUMAN,1
INHBC_HUMAN,1
ID4_HUMAN,1
CI100_HUMAN,1
PDIP3_HUMAN,1
S27A5_HUMAN,1
DERM_HUMAN,1
GREB1_HUMAN,1
AT11A_HUMAN,1
G0S2_HUMAN,1
SLIT1_HUMAN,1
LZIC_HUMAN,1
GLU2B_HUMAN,1
TMPS5_HUMAN,1
KLF3_HUMAN,1
HSBPL_HUMAN,1
FCERA_HUMAN,1
THA10_HUMAN,1
GOGA5_HUMAN,1
PPT1_HUMAN,1
IYD1_HUMAN,1
TRIMM_HUMAN,1
CO6A2_HUMAN,1
Z518A_HUMAN,1
NF1_HUMAN,1
RN145_HUMAN,1
SPXN_HUMAN,1
PP16B_HUMAN,1
MFNG_HUMAN,1
DOHH_HUMAN,1
RAB3A_HUMAN,1
WNT16_HUMAN,1
CAH12_HUMAN,1
CRDL2_HUMAN,1
KAL1L_HUMAN,1
O51F2_HUMAN,1
SFXN1_HUMAN,1
PELI2_HUMAN,1
RBM23_HUMAN,1
MKNK2_HUMAN,1
CEBPG_HUMAN,1
T184B_HUMAN,1
DHX40_HUMAN,1
BAIP2_HUMAN,1
GUC1B_HUMAN,1
CG069_HUMAN,1
TASP1_HUMAN,1
S41A1_HUMAN,1
RGPA2_HUMAN,1
PM34_HUMAN,1
JERKL_HUMAN,1
G7C_HUMAN,1
WDR16_HUMAN,1
SNX2_HUMAN,1
GP146_HUMAN,1
FILA_HUMAN,1
CH25H_HUMAN,1
TPMT_HUMAN,1
TR10C_HUMAN,1
DEP1A_HUMAN,1
CD244_HUMAN,1
TWST2_HUMAN,1
ZN471_HUMAN,1
ACOT1_HUMAN,1
ASB12_HUMAN,1
WBS22_HUMAN,1
HDGR2_HUMAN,1
EFCB2_HUMAN,1
AT2C2_HUMAN,1
HACE1_HUMAN,1
KCTD9_HUMAN,1
GAS1_HUMAN,1
HSPB9_HUMAN,1
TUTLB_HUMAN,1
TAB1_HUMAN,1
AP2A2_HUMAN,1
ABTB2_HUMAN,1
M3K12_HUMAN,1
ZN774_HUMAN,1
PIGU_HUMAN,1
UTP20_HUMAN,1
MBD5_HUMAN,1
NDUC1_HUMAN,1
ZN117_HUMAN,1
CASC3_HUMAN,1
CF132_HUMAN,1
NBPF3_HUMAN,1
SPA2L_HUMAN,1
EEA1_HUMAN,1
CJ090_HUMAN,1
PNMA2_HUMAN,1
ABCF2_HUMAN,1
SLNL1_HUMAN,1
TSSP2_HUMAN,1
OR2W3_HUMAN,1
SAM9L_HUMAN,1
DPM2_HUMAN,1
S39A2_HUMAN,1
PI16_HUMAN,1
MIC1_HUMAN,1
COG8_HUMAN,1
T184A_HUMAN,1
VISL1_HUMAN,1
NFAC1_HUMAN,1
KRA15_HUMAN,1
ZRAB3_HUMAN,1
COX8A_HUMAN,1
RFRP_HUMAN,1
ZF106_HUMAN,1
MYO1A_HUMAN,1
PACS2_HUMAN,1
HEM3_HUMAN,1
TRIB2_HUMAN,1
PURA_HUMAN,1
MYO1D_HUMAN,1
CP088_HUMAN,1
FRAT1_HUMAN,1
GBRL2_HUMAN,1
EGFL6_HUMAN,1
MAGB1_HUMAN,1
FGF23_HUMAN,1
KIF5A_HUMAN,1
KPCD1_HUMAN,1
RFC5_HUMAN,1
MEIS2_HUMAN,1
AQP9_HUMAN,1
ARHGH_HUMAN,1
ZSC12_HUMAN,1
RK_HUMAN,1
LAIR1_HUMAN,1
CF057_HUMAN,1
MKS3_HUMAN,1
CYBR1_HUMAN,1
TM171_HUMAN,1
ZSA5A_HUMAN,1
TIM21_HUMAN,1
FGF4_HUMAN,1
CLD15_HUMAN,1
CD19_HUMAN,1
KANK4_HUMAN,1
APOM_HUMAN,1
TEKT3_HUMAN,1
TRI17_HUMAN,1
KEAP1_HUMAN,1
SEZ6_HUMAN,1
FABP7_HUMAN,1
ACTL8_HUMAN,1
DJB11_HUMAN,1
ORML2_HUMAN,1
1A02_HUMAN,1
FES_HUMAN,1
MAST3_HUMAN,1
RET7_HUMAN,1
RRS1_HUMAN,1
PSD12_HUMAN,1
SGT1_HUMAN,1
T194A_HUMAN,1
CO1A1_HUMAN,1
PLAL1_HUMAN,1
GSG1_HUMAN,1
RREB1_HUMAN,1
FNBP4_HUMAN,1
AT134_HUMAN,1
F194B_HUMAN,1
LEG3_HUMAN,1
LNX2_HUMAN,1
ZSC20_HUMAN,1
TSR3_HUMAN,1
SUPT3_HUMAN,1
MAPK2_HUMAN,1
ANGP1_HUMAN,1
ERF3B_HUMAN,1
DNMBP_HUMAN,1
S10AB_HUMAN,1
AAAT_HUMAN,1
TPM4_HUMAN,1
BTF3_HUMAN,1
RUFY2_HUMAN,1
P2RX3_HUMAN,1
CF106_HUMAN,1
H2B2F_HUMAN,1
GHITM_HUMAN,1
DCOR_HUMAN,1
KCT2_HUMAN,1
CD20_HUMAN,1
GRCR1_HUMAN,1
MRCKG_HUMAN,1
RAB32_HUMAN,1
HES1_HUMAN,1
MCM5_HUMAN,1
EF2_HUMAN,1
SIX2_HUMAN,1
TTPA_HUMAN,1
EF1B_HUMAN,1
ZN605_HUMAN,1
PPM1N_HUMAN,1
PRP31_HUMAN,1
LAMB2_HUMAN,1
KLK4_HUMAN,1
CYAC3_HUMAN,1
ITBP2_HUMAN,1
OBP2A_HUMAN,1
HDAC6_HUMAN,1
SYWC_HUMAN,1
CCR1_HUMAN,1
BRM1L_HUMAN,1
BDP1_HUMAN,1
ZBT8A_HUMAN,1
T53G5_HUMAN,1
SRTD4_HUMAN,1
ZNF41_HUMAN,1
ACHA9_HUMAN,1
SPSB4_HUMAN,1
RNLS_HUMAN,1
AL2SA_HUMAN,1
SPR2E_HUMAN,1
ACVL1_HUMAN,1
1A30_HUMAN,1
RGS9_HUMAN,1
SF3B4_HUMAN,1
FA83F_HUMAN,1
VATH_HUMAN,1
AQR_HUMAN,1
ZN761_HUMAN,1
LANC1_HUMAN,1
FILA2_HUMAN,1
CS068_HUMAN,1
MAP1B_HUMAN,1
MARH6_HUMAN,1
CCD43_HUMAN,1
TRUB2_HUMAN,1
UBE4A_HUMAN,1
AUGN_HUMAN,1
MAML1_HUMAN,1
KRA98_HUMAN,1
S4A5_HUMAN,1
ZNF22_HUMAN,1
CPLX3_HUMAN,1
NK2R_HUMAN,1
LMTK1_HUMAN,1
GATB_HUMAN,1
PTC1_HUMAN,1
UGGG1_HUMAN,1
CNDD3_HUMAN,1
SEP10_HUMAN,1
CPLX4_HUMAN,1
EF1A1_HUMAN,1
PLVAP_HUMAN,1
ITA6_HUMAN,1
LMBR1_HUMAN,1
CPSM_HUMAN,1
CD3Z_HUMAN,1
COA5_HUMAN,1
ZBT22_HUMAN,1
2A5E_HUMAN,1
FACR2_HUMAN,1
CTL2_HUMAN,1
PCDG5_HUMAN,1
TR112_HUMAN,1
TALDO_HUMAN,1
ALPK2_HUMAN,1
G137C_HUMAN,1
DIM1_HUMAN,1
U520_HUMAN,1
IF4G2_HUMAN,1
CK024_HUMAN,1
TITIN_HUMAN,1
RS25_HUMAN,1
CEBPE_HUMAN,1
REL_HUMAN,1
BAP29_HUMAN,1
ANXA7_HUMAN,1
ZCHC9_HUMAN,1
MINK1_HUMAN,1
TBR1_HUMAN,1
ADH1B_HUMAN,1
SEPT5_HUMAN,1
ZNF3_HUMAN,1
NAR1_HUMAN,1
BTBD7_HUMAN,1
PTPRD_HUMAN,1
FHL1_HUMAN,1
SUGT1_HUMAN,1
ZPR1_HUMAN,1
WNT7A_HUMAN,1
CNNM1_HUMAN,1
CFLAR_HUMAN,1
GPT_HUMAN,1
TSP2_HUMAN,1
PTN20_HUMAN,1
H2AW_HUMAN,1
AT1B4_HUMAN,1
VILI_HUMAN,1
TLCD1_HUMAN,1
ARRD2_HUMAN,1
IQGA1_HUMAN,1
PLCD4_HUMAN,1
HPHL1_HUMAN,1
PCMD1_HUMAN,1
OAS1_HUMAN,1
HMGN3_HUMAN,1
COTL1_HUMAN,1
LYPD1_HUMAN,1
PTN_HUMAN,1
CRIP2_HUMAN,1
CL18A_HUMAN,1
GARL3_HUMAN,1
NPL4_HUMAN,1
EPCR_HUMAN,1
TWST1_HUMAN,1
PO4F1_HUMAN,1
PATL1_HUMAN,1
ALX4_HUMAN,1
RSLAA_HUMAN,1
AKP8L_HUMAN,1
DNJB1_HUMAN,1
RPGF2_HUMAN,1
GTL3B_HUMAN,1
LRC63_HUMAN,1
EDRF1_HUMAN,1
SMAGP_HUMAN,1
RM27_HUMAN,1
NRBF2_HUMAN,1
AMPE_HUMAN,1
NIPA4_HUMAN,1
LYAM1_HUMAN,1
PI42B_HUMAN,1
LETM2_HUMAN,1
CQ105_HUMAN,1
CLK4_HUMAN,1
ZN485_HUMAN,1
CS047_HUMAN,1
VAMP2_HUMAN,1
ADA2A_HUMAN,1
TM2D2_HUMAN,1
RGPA1_HUMAN,1
NTNG1_HUMAN,1
IMMT_HUMAN,1
EMAL2_HUMAN,1
PJA2_HUMAN,1
SPAG6_HUMAN,1
RECO_HUMAN,1
GTSF1_HUMAN,1
TLR6_HUMAN,1
PDGFD_HUMAN,1
TICRR_HUMAN,1
DOK7_HUMAN,1
PNPT1_HUMAN,1
CASK_HUMAN,1
IPKA_HUMAN,1
NOX4_HUMAN,1
IER5_HUMAN,1
OTOGL_HUMAN,1
PGM1_HUMAN,1
RT09_HUMAN,1
RPA12_HUMAN,1
ZN598_HUMAN,1
RLA0_HUMAN,1
MANF_HUMAN,1
BTAF1_HUMAN,1
GOGA2_HUMAN,1
NUDT7_HUMAN,1
PRS56_HUMAN,1
SCAM5_HUMAN,1
MYL6_HUMAN,1
MESD1_HUMAN,1
CXXC4_HUMAN,1
ELOA3_HUMAN,1
SAFB2_HUMAN,1
SP100_HUMAN,1
K1211_HUMAN,1
RBP10_HUMAN,1
FBN2_HUMAN,1
ZBED2_HUMAN,1
PEA15_HUMAN,1
TBC17_HUMAN,1
PERE_HUMAN,1
CYTSA_HUMAN,1
TMC5A_HUMAN,1
AATM_HUMAN,1
CK084_HUMAN,1
KAT6B_HUMAN,1
PICK1_HUMAN,1
CADH4_HUMAN,1
BIRC2_HUMAN,1
AG10A_HUMAN,1
KCNH7_HUMAN,1
AK1A1_HUMAN,1
SYMM_HUMAN,1
ATX2L_HUMAN,1
RAI1_HUMAN,1
NOMO1_HUMAN,1
RRP15_HUMAN,1
MUC19_HUMAN,1
SNAI3_HUMAN,1
FA83B_HUMAN,1
ZN202_HUMAN,1
PMS2_HUMAN,1
ZFP28_HUMAN,1
AT1A4_HUMAN,1
MIO_HUMAN,1
