,hippieName
GLRA1_HUMAN,1
RYK_HUMAN,1
SCMC3_HUMAN,1
ATIF1_HUMAN,1
RL36_HUMAN,1
CCNL2_HUMAN,1
AAPK1_HUMAN,1
RWD2B_HUMAN,1
ZN688_HUMAN,1
TBC25_HUMAN,1
K1C26_HUMAN,1
UBE3B_HUMAN,1
WDR52_HUMAN,1
S22A7_HUMAN,1
BL1S1_HUMAN,1
CP074_HUMAN,1
TM234_HUMAN,1
RBM27_HUMAN,1
TRAF7_HUMAN,1
SRXN1_HUMAN,1
DNLI3_HUMAN,1
ITIH4_HUMAN,1
41_HUMAN,1
SMC6_HUMAN,1
GBG8_HUMAN,1
LPIN3_HUMAN,1
S2A4R_HUMAN,1
WDR37_HUMAN,1
UBP41_HUMAN,1
TMCO6_HUMAN,1
MYZAP_HUMAN,1
DDB1_HUMAN,1
MEG10_HUMAN,1
SPAG1_HUMAN,1
BASP1_HUMAN,1
PTN14_HUMAN,1
ZFP14_HUMAN,1
CN102_HUMAN,1
CAN10_HUMAN,1
CBX1_HUMAN,1
EHD3_HUMAN,1
TSN3_HUMAN,1
TIPRL_HUMAN,1
PGAM1_HUMAN,1
MYT1L_HUMAN,1
BAG5_HUMAN,1
ATL1_HUMAN,1
ANKR7_HUMAN,1
ZN174_HUMAN,1
LY96_HUMAN,1
SMU1_HUMAN,1
DYLT3_HUMAN,1
PARP6_HUMAN,1
GNPI1_HUMAN,1
DPOD1_HUMAN,1
RPAB2_HUMAN,1
SDK1_HUMAN,1
ZN544_HUMAN,1
CKLF3_HUMAN,1
ACSF3_HUMAN,1
S12A3_HUMAN,1
RIPK4_HUMAN,1
PHRF1_HUMAN,1
EID2_HUMAN,1
PLCL2_HUMAN,1
MSMO1_HUMAN,1
EID2B_HUMAN,1
RND3_HUMAN,1
ZNF7_HUMAN,1
HBD_HUMAN,1
PI2R_HUMAN,1
TOE1_HUMAN,1
TNR18_HUMAN,1
SMPX_HUMAN,1
RS4Y1_HUMAN,1
CATS_HUMAN,1
TRBM_HUMAN,1
HEXDC_HUMAN,1
CCNG2_HUMAN,1
UFM1_HUMAN,1
CD59_HUMAN,1
KGP1_HUMAN,1
HSPB1_HUMAN,1
KLF4_HUMAN,1
CILP2_HUMAN,1
T2AG_HUMAN,1
RT22_HUMAN,1
GLGB_HUMAN,1
CMIP_HUMAN,1
SYN3_HUMAN,1
PAG15_HUMAN,1
S10A8_HUMAN,1
GBRL1_HUMAN,1
SYK_HUMAN,1
NSF1C_HUMAN,1
ERR1_HUMAN,1
S100B_HUMAN,1
OSBL9_HUMAN,1
UB2G2_HUMAN,1
MBB1A_HUMAN,1
G7D_HUMAN,1
CGRF1_HUMAN,1
PDE9A_HUMAN,1
AXA81_HUMAN,1
IMA2_HUMAN,1
P2RY4_HUMAN,1
OR8H2_HUMAN,1
TRIM6_HUMAN,1
F48B1_HUMAN,1
CUED2_HUMAN,1
NAT10_HUMAN,1
TS1R1_HUMAN,1
COJA1_HUMAN,1
SHOX_HUMAN,1
F132B_HUMAN,1
TIMD4_HUMAN,1
HYES_HUMAN,1
CJ109_HUMAN,1
MIS12_HUMAN,1
SE6L2_HUMAN,1
SPCS_HUMAN,1
LC7L3_HUMAN,1
LRC58_HUMAN,1
CE046_HUMAN,1
ENOB_HUMAN,1
CISD3_HUMAN,1
S2611_HUMAN,1
TLCD2_HUMAN,1
DAPK2_HUMAN,1
NDUS7_HUMAN,1
PO4F3_HUMAN,1
LS14B_HUMAN,1
ZBT26_HUMAN,1
SGCB_HUMAN,1
LIN37_HUMAN,1
CU002_HUMAN,1
ANTR1_HUMAN,1
COPB2_HUMAN,1
IL20_HUMAN,1
UHMK1_HUMAN,1
MCM7_HUMAN,1
PUM2_HUMAN,1
IF4E2_HUMAN,1
KCNKG_HUMAN,1
CLDN2_HUMAN,1
LAMA2_HUMAN,1
GORAB_HUMAN,1
EPHB2_HUMAN,1
MAMD1_HUMAN,1
FANCL_HUMAN,1
S12A5_HUMAN,1
2B11_HUMAN,1
NAA16_HUMAN,1
MMTA2_HUMAN,1
COR1B_HUMAN,1
TM2D3_HUMAN,1
VTNC_HUMAN,1
ORC1_HUMAN,1
C560_HUMAN,1
CX057_HUMAN,1
SHOX2_HUMAN,1
CD248_HUMAN,1
ZN497_HUMAN,1
ERMP1_HUMAN,1
AP3S2_HUMAN,1
RRMJ3_HUMAN,1
1C16_HUMAN,1
AGR2_HUMAN,1
DYRK4_HUMAN,1
ZN674_HUMAN,1
MPDZ_HUMAN,1
TBC26_HUMAN,1
TFB1M_HUMAN,1
CDKAL_HUMAN,1
MKL1_HUMAN,1
RAD9B_HUMAN,1
HACD3_HUMAN,1
ANR19_HUMAN,1
ZPBP1_HUMAN,1
CX6B1_HUMAN,1
ARRC_HUMAN,1
XP32_HUMAN,1
RGS2_HUMAN,1
PTPRZ_HUMAN,1
TOPK_HUMAN,1
PGFS_HUMAN,1
DOC11_HUMAN,1
1A26_HUMAN,1
ZN677_HUMAN,1
NUDC1_HUMAN,1
ARL1_HUMAN,1
WT1_HUMAN,1
RNZ1_HUMAN,1
ZYX_HUMAN,1
5HT1D_HUMAN,1
DAG1_HUMAN,1
LYPL1_HUMAN,1
NKAP_HUMAN,1
GDF5O_HUMAN,1
NCKX5_HUMAN,1
TAF1A_HUMAN,1
DPA1_HUMAN,1
ERO1A_HUMAN,1
SMTL2_HUMAN,1
MAGG1_HUMAN,1
SIG16_HUMAN,1
RCC2_HUMAN,1
B3GA2_HUMAN,1
UB2J1_HUMAN,1
PKHA4_HUMAN,1
CQ055_HUMAN,1
DCLK1_HUMAN,1
R51A2_HUMAN,1
RM32_HUMAN,1
LUC7L_HUMAN,1
FA45A_HUMAN,1
TES_HUMAN,1
CL18C_HUMAN,1
ADAL_HUMAN,1
ZHX2_HUMAN,1
SSPO_HUMAN,1
TBC15_HUMAN,1
TGDS_HUMAN,1
RHG35_HUMAN,1
ELMO3_HUMAN,1
RAB1C_HUMAN,1
FOXN2_HUMAN,1
PAL4A_HUMAN,1
E2AK3_HUMAN,1
MNF1_HUMAN,1
TAGL_HUMAN,1
RS8_HUMAN,1
BORG3_HUMAN,1
RXFP1_HUMAN,1
UBP45_HUMAN,1
LEMD1_HUMAN,1
KCNK3_HUMAN,1
MSRB3_HUMAN,1
RRMJ2_HUMAN,1
OSTP_HUMAN,1
ZN564_HUMAN,1
SHE_HUMAN,1
SYJ2B_HUMAN,1
KPCG_HUMAN,1
RT17_HUMAN,1
PLDN_HUMAN,1
SPTN4_HUMAN,1
CAD23_HUMAN,1
CEP55_HUMAN,1
CD79A_HUMAN,1
KLRB1_HUMAN,1
EFS_HUMAN,1
DJC18_HUMAN,1
NDRG3_HUMAN,1
ESR2_HUMAN,1
HSC20_HUMAN,1
PSMG3_HUMAN,1
FKBP9_HUMAN,1
MIRO2_HUMAN,1
PKHG6_HUMAN,1
LIPS_HUMAN,1
AMOL1_HUMAN,1
CXAR_HUMAN,1
SPO11_HUMAN,1
S4A10_HUMAN,1
NEGR1_HUMAN,1
PTN12_HUMAN,1
ACHA6_HUMAN,1
K0020_HUMAN,1
XRCC3_HUMAN,1
RD3_HUMAN,1
BRCA1_HUMAN,1
CPNS2_HUMAN,1
MRP6_HUMAN,1
ATG7_HUMAN,1
MINP1_HUMAN,1
HINT2_HUMAN,1
MLL5_HUMAN,1
SARM1_HUMAN,1
FL2D_HUMAN,1
ADXL_HUMAN,1
TTMP_HUMAN,1
SH321_HUMAN,1
VAMP3_HUMAN,1
RAB15_HUMAN,1
FAKD5_HUMAN,1
PI3R4_HUMAN,1
SOCS6_HUMAN,1
NDUA3_HUMAN,1
MOCOS_HUMAN,1
PHTF2_HUMAN,1
TD26_HUMAN,1
BOREA_HUMAN,1
TOP3B_HUMAN,1
GPAA1_HUMAN,1
ENASE_HUMAN,1
PCBP2_HUMAN,1
CBPC2_HUMAN,1
PEPC_HUMAN,1
FAIM1_HUMAN,1
RFFL_HUMAN,1
FA83G_HUMAN,1
HOMEZ_HUMAN,1
CCD30_HUMAN,1
EP3B_HUMAN,1
ABHD5_HUMAN,1
CT111_HUMAN,1
CCR8_HUMAN,1
CSRP2_HUMAN,1
PKHF2_HUMAN,1
F133A_HUMAN,1
RHDF1_HUMAN,1
IN80D_HUMAN,1
WDR46_HUMAN,1
LRC49_HUMAN,1
MRF_HUMAN,1
HRH4_HUMAN,1
IFM1_HUMAN,1
RNAS6_HUMAN,1
NTR1_HUMAN,1
PEBP4_HUMAN,1
HESX1_HUMAN,1
RAB2B_HUMAN,1
MYH14_HUMAN,1
CCR6_HUMAN,1
GP125_HUMAN,1
LPPL_HUMAN,1
ACL6B_HUMAN,1
ZN304_HUMAN,1
FA46D_HUMAN,1
MRCKA_HUMAN,1
STAG3_HUMAN,1
COMD3_HUMAN,1
GABR1_HUMAN,1
DIAC_HUMAN,1
MBD1_HUMAN,1
RFA1_HUMAN,1
ASPH2_HUMAN,1
HEP2_HUMAN,1
CO4A6_HUMAN,1
FMO3_HUMAN,1
NKX28_HUMAN,1
LTBP1_HUMAN,1
TPC11_HUMAN,1
LY75_HUMAN,1
YIF1A_HUMAN,1
NDUAB_HUMAN,1
ZN787_HUMAN,1
CA2D2_HUMAN,1
CTDP1_HUMAN,1
1A69_HUMAN,1
FBX40_HUMAN,1
CPZIP_HUMAN,1
SHC1_HUMAN,1
PDE4D_HUMAN,1
ASH1L_HUMAN,1
SAS10_HUMAN,1
RAIN_HUMAN,1
UROK_HUMAN,1
PCDBG_HUMAN,1
ZN124_HUMAN,1
LEU1_HUMAN,1
MO4L1_HUMAN,1
I18RA_HUMAN,1
MPRD_HUMAN,1
ZDH15_HUMAN,1
DYM_HUMAN,1
IGF1R_HUMAN,1
TXN4A_HUMAN,1
CCD37_HUMAN,1
ZCH24_HUMAN,1
BAZ1B_HUMAN,1
ACINU_HUMAN,1
6PGD_HUMAN,1
TBX2_HUMAN,1
ZN217_HUMAN,1
KIF19_HUMAN,1
SN12L_HUMAN,1
GDPD2_HUMAN,1
GML_HUMAN,1
SKA3_HUMAN,1
CHPT1_HUMAN,1
EMX2_HUMAN,1
FGFP2_HUMAN,1
GALA_HUMAN,1
I20L2_HUMAN,1
ESPN_HUMAN,1
CD22_HUMAN,1
HHLA3_HUMAN,1
F163B_HUMAN,1
SPP2B_HUMAN,1
VATO_HUMAN,1
DIA1R_HUMAN,1
FBXW5_HUMAN,1
NDUB2_HUMAN,1
CLCN6_HUMAN,1
RMXL1_HUMAN,1
OR5MA_HUMAN,1
CSR2B_HUMAN,1
C8AP2_HUMAN,1
SAC1_HUMAN,1
CNBP1_HUMAN,1
TXD15_HUMAN,1
TXNL1_HUMAN,1
NKAPL_HUMAN,1
INSRR_HUMAN,1
ARHGJ_HUMAN,1
KLF13_HUMAN,1
ITB4_HUMAN,1
TFDP2_HUMAN,1
RBY1A_HUMAN,1
MIA40_HUMAN,1
RAD21_HUMAN,1
RAD26_HUMAN,1
ENTP1_HUMAN,1
FXYD3_HUMAN,1
LCMT1_HUMAN,1
SNX15_HUMAN,1
MAFIP_HUMAN,1
NSUN3_HUMAN,1
TANK_HUMAN,1
FOXO3_HUMAN,1
MYH3_HUMAN,1
MOCS1_HUMAN,1
GLRA3_HUMAN,1
CO038_HUMAN,1
ANM1_HUMAN,1
KCAB1_HUMAN,1
MYOG_HUMAN,1
LRFN4_HUMAN,1
MSI1H_HUMAN,1
PCDG4_HUMAN,1
CO3_HUMAN,1
TLX1_HUMAN,1
ZNF14_HUMAN,1
PGBD1_HUMAN,1
FKB15_HUMAN,1
AAAS_HUMAN,1
SFR1_HUMAN,1
TPD55_HUMAN,1
CCHCR_HUMAN,1
PDP1_HUMAN,1
SERF1_HUMAN,1
PSD11_HUMAN,1
NTRK3_HUMAN,1
KGUA_HUMAN,1
S35C2_HUMAN,1
TRPA1_HUMAN,1
STX1A_HUMAN,1
SNUT1_HUMAN,1
QCR8_HUMAN,1
FRS3_HUMAN,1
SOAT1_HUMAN,1
EWS_HUMAN,1
ABHGA_HUMAN,1
STXB4_HUMAN,1
RSRC1_HUMAN,1
F190B_HUMAN,1
MYB_HUMAN,1
ZN708_HUMAN,1
AAKG3_HUMAN,1
ZSA5B_HUMAN,1
NYAP1_HUMAN,1
CH004_HUMAN,1
K1984_HUMAN,1
UBP5_HUMAN,1
EGR4_HUMAN,1
LCP2_HUMAN,1
CP090_HUMAN,1
ATF1_HUMAN,1
CIC_HUMAN,1
FA53C_HUMAN,1
HTR7A_HUMAN,1
GPR18_HUMAN,1
DHTK1_HUMAN,1
CATW_HUMAN,1
OLIG3_HUMAN,1
AIM1_HUMAN,1
TF2L1_HUMAN,1
CE024_HUMAN,1
BORG5_HUMAN,1
OSBP2_HUMAN,1
RS26_HUMAN,1
NRP2_HUMAN,1
AT132_HUMAN,1
TRADD_HUMAN,1
CE128_HUMAN,1
DMP1_HUMAN,1
LHX3_HUMAN,1
HS74L_HUMAN,1
OPN4_HUMAN,1
ANKZ1_HUMAN,1
BY55_HUMAN,1
GDAP1_HUMAN,1
CDA7L_HUMAN,1
DHI1_HUMAN,1
A4GAT_HUMAN,1
A20A3_HUMAN,1
CLIC5_HUMAN,1
BNIPL_HUMAN,1
S1A7A_HUMAN,1
TPST1_HUMAN,1
RM48_HUMAN,1
ICEF1_HUMAN,1
SOX14_HUMAN,1
PDE6B_HUMAN,1
FLOT2_HUMAN,1
RL37A_HUMAN,1
ADA15_HUMAN,1
SCN3B_HUMAN,1
P3C2B_HUMAN,1
TRI14_HUMAN,1
AIRE_HUMAN,1
CNRP1_HUMAN,1
KCTD5_HUMAN,1
BAI2_HUMAN,1
RBX2_HUMAN,1
M4K4_HUMAN,1
MIEAP_HUMAN,1
UTRO_HUMAN,1
KGP2_HUMAN,1
GRIK5_HUMAN,1
DJC21_HUMAN,1
SMO_HUMAN,1
ZN609_HUMAN,1
FA22B_HUMAN,1
DCST2_HUMAN,1
PAEP_HUMAN,1
GLTL4_HUMAN,1
CLOCK_HUMAN,1
RD3L_HUMAN,1
DPEP1_HUMAN,1
MTA2_HUMAN,1
WNT8B_HUMAN,1
HNF4A_HUMAN,1
1C01_HUMAN,1
ARHGQ_HUMAN,1
S28A3_HUMAN,1
XKR3_HUMAN,1
FBXL8_HUMAN,1
JSPR1_HUMAN,1
PHF10_HUMAN,1
CCNT1_HUMAN,1
POSTN_HUMAN,1
MLE3_HUMAN,1
SYT10_HUMAN,1
NBN_HUMAN,1
GTR3_HUMAN,1
MID51_HUMAN,1
S17A4_HUMAN,1
AAA1_HUMAN,1
SRTD2_HUMAN,1
ZN840_HUMAN,1
REN3B_HUMAN,1
SMD1_HUMAN,1
PDE8B_HUMAN,1
TAK1L_HUMAN,1
FETUB_HUMAN,1
LACB2_HUMAN,1
IFT43_HUMAN,1
I22R2_HUMAN,1
CKAP2_HUMAN,1
RAI14_HUMAN,1
FGF7_HUMAN,1
DCMC_HUMAN,1
TNR1A_HUMAN,1
PRD15_HUMAN,1
K1199_HUMAN,1
MFSD5_HUMAN,1
LAPM5_HUMAN,1
BCAM_HUMAN,1
CHSTC_HUMAN,1
LEG2_HUMAN,1
MMEL1_HUMAN,1
AMMR1_HUMAN,1
DLGP5_HUMAN,1
JUNB_HUMAN,1
FXL22_HUMAN,1
ANR49_HUMAN,1
ACOT8_HUMAN,1
RHD_HUMAN,1
ZN546_HUMAN,1
RB15B_HUMAN,1
5HT3B_HUMAN,1
ITB5_HUMAN,1
NCTR1_HUMAN,1
S22AE_HUMAN,1
CXG1_HUMAN,1
CM031_HUMAN,1
F16A2_HUMAN,1
ILFT1_HUMAN,1
GRK5_HUMAN,1
KIF24_HUMAN,1
CH048_HUMAN,1
SESN1_HUMAN,1
DEFM_HUMAN,1
HHIP_HUMAN,1
LR16C_HUMAN,1
MORN5_HUMAN,1
ELP2_HUMAN,1
TM160_HUMAN,1
SRGEF_HUMAN,1
I2BP2_HUMAN,1
RT35_HUMAN,1
CDK20_HUMAN,1
MF2NB_HUMAN,1
MET7B_HUMAN,1
TCAL8_HUMAN,1
ATLA3_HUMAN,1
SP5_HUMAN,1
STRN_HUMAN,1
TOR2A_HUMAN,1
TM208_HUMAN,1
TNNI1_HUMAN,1
MAGI2_HUMAN,1
HDDC2_HUMAN,1
LAP4B_HUMAN,1
DPOLL_HUMAN,1
H17B6_HUMAN,1
SLAI2_HUMAN,1
RNF5_HUMAN,1
MA2A2_HUMAN,1
MMP2_HUMAN,1
TCTE1_HUMAN,1
S39A4_HUMAN,1
INAR1_HUMAN,1
SSX2_HUMAN,1
NALP9_HUMAN,1
ITA1_HUMAN,1
IGBP1_HUMAN,1
K1C12_HUMAN,1
GRTP1_HUMAN,1
RUN3A_HUMAN,1
GRAM4_HUMAN,1
SNPC5_HUMAN,1
LICH_HUMAN,1
SPAG4_HUMAN,1
YS038_HUMAN,1
ADIP_HUMAN,1
NU1M_HUMAN,1
MTP_HUMAN,1
LIMS3_HUMAN,1
MACD2_HUMAN,1
DPOG1_HUMAN,1
ALKB7_HUMAN,1
NCAM1_HUMAN,1
KELL_HUMAN,1
ZMAT5_HUMAN,1
SNRPA_HUMAN,1
CC048_HUMAN,1
CO6A5_HUMAN,1
RHG24_HUMAN,1
GULP1_HUMAN,1
ANR50_HUMAN,1
AR2BP_HUMAN,1
PO210_HUMAN,1
TCF20_HUMAN,1
DDX49_HUMAN,1
CA062_HUMAN,1
CC71L_HUMAN,1
CGB1_HUMAN,1
ACTN3_HUMAN,1
TYW1_HUMAN,1
AP2D_HUMAN,1
FBX17_HUMAN,1
RSU1_HUMAN,1
K1C18_HUMAN,1
CK065_HUMAN,1
MGAT3_HUMAN,1
OAZ3_HUMAN,1
UB2E1_HUMAN,1
RHG27_HUMAN,1
TMM80_HUMAN,1
CHST7_HUMAN,1
ZN648_HUMAN,1
USO1_HUMAN,1
PK1L3_HUMAN,1
SPNXC_HUMAN,1
NDUA2_HUMAN,1
SAMN1_HUMAN,1
TCO1_HUMAN,1
EYA4_HUMAN,1
MTRR_HUMAN,1
CCL26_HUMAN,1
GIMA6_HUMAN,1
MCFD2_HUMAN,1
ZN276_HUMAN,1
TOP2A_HUMAN,1
DIAP1_HUMAN,1
ORC4_HUMAN,1
IMA1_HUMAN,1
ZCH13_HUMAN,1
RECQ1_HUMAN,1
PCDAD_HUMAN,1
IGSF2_HUMAN,1
PITX3_HUMAN,1
PHLP_HUMAN,1
ATD2B_HUMAN,1
PRR5L_HUMAN,1
MOT13_HUMAN,1
ZFN2A_HUMAN,1
PARK7_HUMAN,1
PRP8_HUMAN,1
MKX_HUMAN,1
UDB10_HUMAN,1
ILDR1_HUMAN,1
TBC9B_HUMAN,1
ATL4_HUMAN,1
GATL3_HUMAN,1
KIRR3_HUMAN,1
TTF1_HUMAN,1
TF3B_HUMAN,1
MST4_HUMAN,1
RMD2_HUMAN,1
TMM9B_HUMAN,1
CADH5_HUMAN,1
SNX11_HUMAN,1
WWP2_HUMAN,1
OPRK_HUMAN,1
PPOX_HUMAN,1
ZBED5_HUMAN,1
RT12_HUMAN,1
AMYP_HUMAN,1
TBD2B_HUMAN,1
TICN1_HUMAN,1
SNX20_HUMAN,1
MTG1_HUMAN,1
PDCD7_HUMAN,1
CUL7_HUMAN,1
VA0E1_HUMAN,1
IL1F9_HUMAN,1
UNC79_HUMAN,1
CP4AM_HUMAN,1
ZN212_HUMAN,1
RRP5_HUMAN,1
FOXN3_HUMAN,1
DUS4_HUMAN,1
LRC4C_HUMAN,1
GLPK3_HUMAN,1
PLOD1_HUMAN,1
GNS_HUMAN,1
NADE_HUMAN,1
IQCG_HUMAN,1
DCX_HUMAN,1
GSTM5_HUMAN,1
ZN713_HUMAN,1
SPB4_HUMAN,1
C11B2_HUMAN,1
FOPNL_HUMAN,1
PRG2_HUMAN,1
NDUV1_HUMAN,1
RM10_HUMAN,1
HXA11_HUMAN,1
DPYL3_HUMAN,1
DYH10_HUMAN,1
DCA12_HUMAN,1
ZNRF2_HUMAN,1
S35B1_HUMAN,1
GPDM_HUMAN,1
ADAM5_HUMAN,1
NXPH2_HUMAN,1
NAA50_HUMAN,1
IKKE_HUMAN,1
CLPB_HUMAN,1
CILP1_HUMAN,1
METL5_HUMAN,1
IFRD2_HUMAN,1
FIL1L_HUMAN,1
3BP1_HUMAN,1
CP135_HUMAN,1
FSD2_HUMAN,1
AQP5_HUMAN,1
ZNF44_HUMAN,1
CN159_HUMAN,1
DAAM1_HUMAN,1
PAX1_HUMAN,1
RNF34_HUMAN,1
S15A2_HUMAN,1
CA212_HUMAN,1
RRP12_HUMAN,1
ATGA1_HUMAN,1
KRT38_HUMAN,1
MLXIP_HUMAN,1
NR0B1_HUMAN,1
PDK4_HUMAN,1
ZN350_HUMAN,1
DDX5_HUMAN,1
LYRM7_HUMAN,1
SC5D_HUMAN,1
P121C_HUMAN,1
AMPH_HUMAN,1
ZCHC4_HUMAN,1
CE025_HUMAN,1
BROMI_HUMAN,1
PXDNL_HUMAN,1
MK67I_HUMAN,1
TM38B_HUMAN,1
RS27L_HUMAN,1
TM148_HUMAN,1
STIP1_HUMAN,1
SPN90_HUMAN,1
SIA4C_HUMAN,1
STX2_HUMAN,1
IL1B_HUMAN,1
CAC1I_HUMAN,1
RAB5C_HUMAN,1
NCKPL_HUMAN,1
ST1A2_HUMAN,1
SEM4C_HUMAN,1
ACON_HUMAN,1
PMYT1_HUMAN,1
PRGC1_HUMAN,1
CALCB_HUMAN,1
CC170_HUMAN,1
MP2K5_HUMAN,1
VGLU2_HUMAN,1
IF4H_HUMAN,1
PLD1_HUMAN,1
UFSP1_HUMAN,1
K1377_HUMAN,1
CCD11_HUMAN,1
SV421_HUMAN,1
PPR27_HUMAN,1
PPME1_HUMAN,1
PI51B_HUMAN,1
BACD1_HUMAN,1
PHYD1_HUMAN,1
LCOR_HUMAN,1
CUL2_HUMAN,1
CCD87_HUMAN,1
CSTF1_HUMAN,1
PK3C3_HUMAN,1
TSSC4_HUMAN,1
TENS1_HUMAN,1
K0895_HUMAN,1
PHLP2_HUMAN,1
DNJC7_HUMAN,1
RCN2_HUMAN,1
IER2_HUMAN,1
PCDBD_HUMAN,1
IL13_HUMAN,1
CO027_HUMAN,1
CMTA1_HUMAN,1
LRRN3_HUMAN,1
CNTD1_HUMAN,1
UTER_HUMAN,1
RAVR1_HUMAN,1
COT1_HUMAN,1
NDRG2_HUMAN,1
BEX4_HUMAN,1
S29A1_HUMAN,1
ILKAP_HUMAN,1
RL7L_HUMAN,1
ZO2_HUMAN,1
GIPC1_HUMAN,1
CEP89_HUMAN,1
CBWD6_HUMAN,1
WDR96_HUMAN,1
XPP2_HUMAN,1
WASF3_HUMAN,1
THIL_HUMAN,1
FSTL5_HUMAN,1
GUC2D_HUMAN,1
NAP1_HUMAN,1
RAB3C_HUMAN,1
ITB2_HUMAN,1
ATS1_HUMAN,1
ERG1_HUMAN,1
HIPL2_HUMAN,1
LRC33_HUMAN,1
TYOBP_HUMAN,1
S41A2_HUMAN,1
CL065_HUMAN,1
SNP47_HUMAN,1
ECH1_HUMAN,1
SOCS1_HUMAN,1
OSBL6_HUMAN,1
HOME1_HUMAN,1
DONS_HUMAN,1
EXC6B_HUMAN,1
ARFP2_HUMAN,1
F104A_HUMAN,1
PE2R4_HUMAN,1
KLRF2_HUMAN,1
ABCA1_HUMAN,1
COG3_HUMAN,1
ENPP3_HUMAN,1
P2RX2_HUMAN,1
CT200_HUMAN,1
CP045_HUMAN,1
FA11_HUMAN,1
SQSTM_HUMAN,1
CLRN3_HUMAN,1
F105B_HUMAN,1
B2L15_HUMAN,1
S12A1_HUMAN,1
QTRD1_HUMAN,1
GG12C_HUMAN,1
GRID2_HUMAN,1
ACHB_HUMAN,1
FBSP1_HUMAN,1
CADH1_HUMAN,1
PTCD2_HUMAN,1
FADS6_HUMAN,1
CCD48_HUMAN,1
MTHFS_HUMAN,1
CD81_HUMAN,1
TM241_HUMAN,1
S7A13_HUMAN,1
F19A2_HUMAN,1
VWCE_HUMAN,1
SETD3_HUMAN,1
MIIP_HUMAN,1
AIG1_HUMAN,1
MR1L1_HUMAN,1
DDX11_HUMAN,1
ACOT2_HUMAN,1
EVX1_HUMAN,1
METK1_HUMAN,1
ARI5A_HUMAN,1
H4G_HUMAN,1
GRB1L_HUMAN,1
PAR3_HUMAN,1
RSRC2_HUMAN,1
GCR_HUMAN,1
GAN_HUMAN,1
PGBD2_HUMAN,1
AVL9_HUMAN,1
LPCT4_HUMAN,1
FCF1_HUMAN,1
IQEC1_HUMAN,1
RWDD4_HUMAN,1
CDC6_HUMAN,1
APOC3_HUMAN,1
F179B_HUMAN,1
RASL2_HUMAN,1
CM035_HUMAN,1
MON2_HUMAN,1
FXL19_HUMAN,1
GLI2_HUMAN,1
1433T_HUMAN,1
RBM11_HUMAN,1
TR16L_HUMAN,1
LEMD2_HUMAN,1
OXR1_HUMAN,1
S14L1_HUMAN,1
PP4R4_HUMAN,1
CCD92_HUMAN,1
PLK3_HUMAN,1
KAD5_HUMAN,1
SCN9A_HUMAN,1
HPLN1_HUMAN,1
PAK7_HUMAN,1
KCNA5_HUMAN,1
PCM1_HUMAN,1
KDM8_HUMAN,1
NBPFE_HUMAN,1
CB044_HUMAN,1
NINL_HUMAN,1
TRPV5_HUMAN,1
CD24_HUMAN,1
PRGC2_HUMAN,1
T200B_HUMAN,1
TDG_HUMAN,1
SRP19_HUMAN,1
HUS1B_HUMAN,1
ENPP7_HUMAN,1
MYOF_HUMAN,1
F134B_HUMAN,1
PRAF2_HUMAN,1
AHDC1_HUMAN,1
GLPK5_HUMAN,1
CATH_HUMAN,1
ZN641_HUMAN,1
KLHL8_HUMAN,1
KLHL3_HUMAN,1
FA81A_HUMAN,1
PPIG_HUMAN,1
LRRC3_HUMAN,1
MTMR4_HUMAN,1
CCL13_HUMAN,1
RN139_HUMAN,1
ZN33B_HUMAN,1
MMS19_HUMAN,1
GPX4_HUMAN,1
TTL11_HUMAN,1
KPTN_HUMAN,1
ZN100_HUMAN,1
IQCK_HUMAN,1
UB2Q1_HUMAN,1
PG12B_HUMAN,1
PTPRG_HUMAN,1
TMPPE_HUMAN,1
FPPS_HUMAN,1
NEDD4_HUMAN,1
CHID1_HUMAN,1
K22O_HUMAN,1
FOLH1_HUMAN,1
FN3K_HUMAN,1
CHCH7_HUMAN,1
NTF4_HUMAN,1
PTTG2_HUMAN,1
CNN3_HUMAN,1
IDS_HUMAN,1
FA83H_HUMAN,1
DOCK6_HUMAN,1
GRSF1_HUMAN,1
PTCD1_HUMAN,1
DLP1_HUMAN,1
PRC1_HUMAN,1
TAAR8_HUMAN,1
DTX2_HUMAN,1
RABL3_HUMAN,1
TNF6B_HUMAN,1
JHD2C_HUMAN,1
FOXQ1_HUMAN,1
NRX3B_HUMAN,1
SYIM_HUMAN,1
DYN3_HUMAN,1
PHAR1_HUMAN,1
SL9A2_HUMAN,1
SIAT2_HUMAN,1
ADAM2_HUMAN,1
ESCO2_HUMAN,1
SGIP1_HUMAN,1
NHRF4_HUMAN,1
OPTN_HUMAN,1
CRLS1_HUMAN,1
O2AG1_HUMAN,1
RITA_HUMAN,1
RM19_HUMAN,1
FBX44_HUMAN,1
RBM38_HUMAN,1
DUFFY_HUMAN,1
TM190_HUMAN,1
VMA5A_HUMAN,1
PRC2B_HUMAN,1
TTC14_HUMAN,1
RNF44_HUMAN,1
O2AJ1_HUMAN,1
REL1_HUMAN,1
IF5AL_HUMAN,1
IRF6_HUMAN,1
SCRIB_HUMAN,1
ARP3B_HUMAN,1
SH2B1_HUMAN,1
ERR2_HUMAN,1
KCTD4_HUMAN,1
TNR6C_HUMAN,1
MCP62_HUMAN,1
PHLP1_HUMAN,1
PPIL2_HUMAN,1
T4S18_HUMAN,1
